order_id,server,claim_type,claim_detail,pizza_type,order_date,claim_date
89,Clarissa,Other,There were limited options for non-coffee drinkers.,Margherita,2024-05-05 13:11:00 UTC,2024-05-05 13:42:00 UTC
324,Joshua,Other,There were limited options for non-coffee drinkers.,Margherita,2024-05-16 06:44:00 UTC,2024-05-16 07:43:00 UTC
406,Andi,Taste,Is there a new chef ? It didn't taste as good as before,Margherita,2024-05-15 22:01:00 UTC,2024-05-15 22:43:00 UTC
419,Andi,Taste,The sauce tasted old and fermented like it had gone bad.,Margherita,2024-05-17 06:10:00 UTC,2024-05-17 06:53:00 UTC
434,Joshua,Taste,The sauce tasted old and fermented like it had gone bad.,Margherita,2024-05-17 06:51:00 UTC,2024-05-17 07:47:00 UTC
443,Joshua,Taste,The sauce tasted old and fermented like it had gone bad.,Margherita,2024-05-16 17:15:00 UTC,2024-05-16 17:35:00 UTC
460,Damien,Taste,The sauce tasted old and fermented like it had gone bad.,Margherita,2024-05-18 01:56:00 UTC,2024-05-18 02:43:00 UTC
463,Andi,Taste,The sauce tasted old and fermented like it had gone bad.,Margherita,2024-05-18 02:31:00 UTC,2024-05-18 03:00:00 UTC
165,Joshua,Other,Overall I would not recommend this pizza place to others.,Margherita,2024-05-09 05:19:00 UTC,2024-05-09 05:50:00 UTC
244,Andi,Other,Overall I would not recommend this pizza place to others.,Margherita,2024-05-12 02:41:00 UTC,2024-05-12 03:33:00 UTC
307,Damien,Other,Overall I would not recommend this pizza place to others.,Margherita,2024-05-15 06:53:00 UTC,2024-05-15 07:27:00 UTC
352,Damien,Other,Overall I would not recommend this pizza place to others.,Margherita,2024-05-18 08:06:00 UTC,2024-05-18 08:42:00 UTC
361,Clarissa,Other,Overall I would not recommend this pizza place to others.,Margherita,2024-05-18 15:43:00 UTC,2024-05-18 16:13:00 UTC
109,Damien,Other,The pizza place did not offer enough variety on the menu.,Margherita,2024-05-06 21:27:00 UTC,2024-05-06 22:00:00 UTC
152,Clarissa,Other,The pizza place did not offer enough variety on the menu.,Margherita,2024-05-08 06:57:00 UTC,2024-05-08 07:37:00 UTC
67,Joshua,Service,The barista was not knowledgeable about the coffee or menu.,Margherita,2024-05-04 23:53:00 UTC,2024-05-05 00:22:00 UTC
105,Damien,Service,The barista was not knowledgeable about the coffee or menu.,Margherita,2024-05-06 13:29:00 UTC,2024-05-06 14:02:00 UTC
154,Clarissa,Service,The barista was not knowledgeable about the coffee or menu.,Margherita,2024-05-08 21:34:00 UTC,2024-05-08 22:01:00 UTC
317,Joshua,Service,The barista was not knowledgeable about the coffee or menu.,Margherita,2024-05-16 03:31:00 UTC,2024-05-16 04:12:00 UTC
42,Damien,Taste,The toppings were sparse and didn't cover the entire pizza.,Margherita,2024-05-02 11:36:00 UTC,2024-05-02 12:00:00 UTC
216,Clarissa,Taste,The toppings were sparse and didn't cover the entire pizza.,Margherita,2024-05-11 22:12:00 UTC,2024-05-11 22:47:00 UTC
226,Damien,Taste,The toppings were sparse and didn't cover the entire pizza.,Margherita,2024-05-12 19:22:00 UTC,2024-05-12 20:06:00 UTC
253,Joshua,Taste,The toppings were sparse and didn't cover the entire pizza.,Margherita,2024-05-13 10:10:00 UTC,2024-05-13 10:42:00 UTC
316,Andi,Taste,The toppings were sparse and didn't cover the entire pizza.,Margherita,2024-05-16 15:23:00 UTC,2024-05-16 15:53:00 UTC
17,Clarissa,Other,The pizza place did not offer any loyalty or rewards program.,Margherita,2024-05-01 18:03:00 UTC,2024-05-01 18:59:00 UTC
99,Damien,Other,The pizza place did not offer any loyalty or rewards program.,Margherita,2024-05-05 17:26:00 UTC,2024-05-05 18:06:00 UTC
203,Damien,Other,The pizza place did not offer any loyalty or rewards program.,Margherita,2024-05-10 16:58:00 UTC,2024-05-10 17:56:00 UTC
296,Damien,Other,The pizza place did not offer any loyalty or rewards program.,Margherita,2024-05-15 08:44:00 UTC,2024-05-15 09:05:00 UTC
172,Damien,Service,The staff did not address concerns or complaints effectively.,Margherita,2024-05-09 10:33:00 UTC,2024-05-09 10:53:00 UTC
377,Damien,Service,The overall experience was unsatisfactory due to poor service.,Margherita,2024-05-19 09:43:00 UTC,2024-05-19 10:11:00 UTC
26,Andi,Taste,The pizza was too greasy and left an oily residue on my hands.,Margherita,2024-05-02 11:56:00 UTC,2024-05-02 12:35:00 UTC
74,Andi,Taste,The pizza was too greasy and left an oily residue on my hands.,Margherita,2024-05-04 05:28:00 UTC,2024-05-04 06:03:00 UTC
277,Andi,Taste,The pizza was too greasy and left an oily residue on my hands.,Margherita,2024-05-14 16:18:00 UTC,2024-05-14 17:10:00 UTC
278,Damien,Taste,The pizza was too greasy and left an oily residue on my hands.,Margherita,2024-05-14 15:21:00 UTC,2024-05-14 15:47:00 UTC
371,Clarissa,Taste,The pizza was too greasy and left an oily residue on my hands.,Margherita,2024-05-19 04:25:00 UTC,2024-05-19 04:50:00 UTC
423,Joshua,Taste,The sauce was too acide and overwhelmed the other ingredients.,Margherita,2024-05-16 13:59:00 UTC,2024-05-16 14:32:00 UTC
435,Clarissa,Taste,The sauce was too acide and overwhelmed the other ingredients.,Margherita,2024-05-17 04:00:00 UTC,2024-05-17 04:24:00 UTC
447,Andi,Taste,The sauce was too acide and overwhelmed the other ingredients.,Margherita,2024-05-18 05:14:00 UTC,2024-05-18 06:11:00 UTC
72,Joshua,Order Accuracy,I asked for extra cheese but there was barely any on the pizza.,Margherita,2024-05-04 03:35:00 UTC,2024-05-04 04:12:00 UTC
355,Andi,Order Accuracy,I asked for extra cheese but there was barely any on the pizza.,Margherita,2024-05-18 05:37:00 UTC,2024-05-18 06:20:00 UTC
372,Damien,Order Accuracy,I asked for extra cheese but there was barely any on the pizza.,Margherita,2024-05-19 06:26:00 UTC,2024-05-19 07:23:00 UTC
50,Clarissa,Other,The pizza place was not accessible to people with disabilities.,Margherita,2024-05-03 03:29:00 UTC,2024-05-03 04:22:00 UTC
181,Andi,Other,The pizza place was not accessible to people with disabilities.,Margherita,2024-05-09 03:11:00 UTC,2024-05-09 04:04:00 UTC
11,Clarissa,Other,The pizza place did not have a welcoming or inviting atmosphere.,Margherita,2024-05-01 10:01:00 UTC,2024-05-01 11:00:00 UTC
92,Clarissa,Other,The pizza place did not have a welcoming or inviting atmosphere.,Margherita,2024-05-05 21:28:00 UTC,2024-05-05 21:48:00 UTC
246,Clarissa,Other,The pizza place did not have a welcoming or inviting atmosphere.,Margherita,2024-05-12 23:51:00 UTC,2024-05-13 00:33:00 UTC
284,Clarissa,Other,The pizza place did not have a welcoming or inviting atmosphere.,Margherita,2024-05-14 09:14:00 UTC,2024-05-14 09:54:00 UTC
340,Damien,Other,The pizza place did not have a welcoming or inviting atmosphere.,Margherita,2024-05-17 20:12:00 UTC,2024-05-17 20:41:00 UTC
36,Andi,Taste,The pizza was bland and lacked flavor. It tasted like cardboard.,Margherita,2024-05-02 06:12:00 UTC,2024-05-02 06:46:00 UTC
100,Damien,Taste,The pizza was bland and lacked flavor. It tasted like cardboard.,Margherita,2024-05-05 12:41:00 UTC,2024-05-05 13:16:00 UTC
107,Clarissa,Taste,The vegetables were undercooked and had a raw unpleasant flavor.,Margherita,2024-05-06 11:54:00 UTC,2024-05-06 12:18:00 UTC
128,Damien,Taste,The vegetables were undercooked and had a raw unpleasant flavor.,Margherita,2024-05-07 17:48:00 UTC,2024-05-07 18:38:00 UTC
255,Joshua,Taste,The vegetables were undercooked and had a raw unpleasant flavor.,Margherita,2024-05-13 07:33:00 UTC,2024-05-13 08:22:00 UTC
337,Joshua,Taste,The vegetables were undercooked and had a raw unpleasant flavor.,Margherita,2024-05-17 15:54:00 UTC,2024-05-17 16:41:00 UTC
425,Damien,Taste,The sauce was too garlicky and overwhelmed all the other flavors.,Margherita,2024-05-17 05:29:00 UTC,2024-05-17 05:52:00 UTC
295,Andi,Allergy,The pizza contained an allergen that I specified I was allergic to.,Margherita,2024-05-15 14:42:00 UTC,2024-05-15 15:03:00 UTC
351,Joshua,Allergy,The pizza contained an allergen that I specified I was allergic to.,Margherita,2024-05-18 10:15:00 UTC,2024-05-18 11:12:00 UTC
376,Joshua,Allergy,The pizza contained an allergen that I specified I was allergic to.,Margherita,2024-05-19 18:07:00 UTC,2024-05-19 18:53:00 UTC
9,Joshua,Taste,The spices were overpowering and masked the taste of the other ingredients.,Margherita,2024-05-01 21:03:00 UTC,2024-05-01 21:29:00 UTC
62,Andi,Taste,The spices were overpowering and masked the taste of the other ingredients.,Margherita,2024-05-03 09:48:00 UTC,2024-05-03 10:29:00 UTC
249,Andi,Taste,The spices were overpowering and masked the taste of the other ingredients.,Margherita,2024-05-13 12:12:00 UTC,2024-05-13 12:54:00 UTC
269,Andi,Taste,The spices were overpowering and masked the taste of the other ingredients.,Margherita,2024-05-14 02:43:00 UTC,2024-05-14 03:14:00 UTC
77,Joshua,Service,There was a lack of attention to detail in the preparation of drinks and food.,Margherita,2024-05-04 04:56:00 UTC,2024-05-04 05:24:00 UTC
229,Clarissa,Service,There was a lack of attention to detail in the preparation of drinks and food.,Margherita,2024-05-12 07:26:00 UTC,2024-05-12 07:57:00 UTC
240,Andi,Service,There was a lack of attention to detail in the preparation of drinks and food.,Margherita,2024-05-12 18:35:00 UTC,2024-05-12 19:01:00 UTC
119,Damien,Other,The pizza place did not cater to dietary restrictions (e.g. gluten-free vegan).,Margherita,2024-05-06 14:02:00 UTC,2024-05-06 14:59:00 UTC
219,Andi,Other,The pizza place did not cater to dietary restrictions (e.g. gluten-free vegan).,Margherita,2024-05-11 02:18:00 UTC,2024-05-11 02:56:00 UTC
306,Clarissa,Other,The pizza place did not cater to dietary restrictions (e.g. gluten-free vegan).,Margherita,2024-05-15 08:02:00 UTC,2024-05-15 08:32:00 UTC
