order_id,claim_type,claim_detail,claim_date
756,Taste (Coffee),Iced coffee was too sweet or not sweet enough.,2024-05-15 18:21:00
757,Taste (Coffee),Flavoring syrup in the coffee was artificial tasting or overpowering.,2024-05-15 11:26:00
758,Taste (Coffee),Coffee was simply not enjoyable to drink.,2024-05-16 04:41:00
759,Taste (Coffee),Flavoring syrup in the coffee was artificial tasting or overpowering.,2024-05-15 21:12:00
760,Taste (Coffee),Coffee had a strange off-putting aftertaste.,2024-05-15 21:55:00
761,Taste (Coffee),Milk in the cappuccino was over-steamed resulting in a dry foam.,2024-05-16 08:32:00
762,Taste (Coffee),Iced coffee was too sweet or not sweet enough.,2024-05-16 01:49:00
763,Taste (Coffee),Coffee was not brewed to the correct strength.,2024-05-15 13:23:00
764,Taste (Coffee),Nitro cold brew coffee lacked the creamy texture and cascading effect.,2024-05-15 15:47:00
765,Taste (Coffee),Milk in the latte was burnt giving it an unpleasant flavor.,2024-05-16 01:22:00
766,Taste (Coffee),Iced coffee was too sweet or not sweet enough.,2024-05-16 07:53:00
767,Taste (Coffee),Single origin coffee was not distinct or interesting.,2024-05-16 02:30:00
768,Taste (Coffee),Decaf coffee tasted burnt or had a chemical aftertaste.,2024-05-15 21:32:00
769,Taste (Coffee),Iced coffee was watered down and lacked flavor.,2024-05-16 01:03:00
770,Taste (Coffee),Espresso was under-extracted tasting weak and sour.,2024-05-17 04:09:00
771,Taste (Coffee),Milk in the cappuccino was over-steamed resulting in a dry foam.,2024-05-17 02:18:00
772,Taste (Coffee),Coffee beans were over-roasted resulting in a burnt flavor.,2024-05-16 10:26:00
773,Taste (Coffee),Coffee lacked the characteristic flavor notes of its origin.,2024-05-17 08:46:00
774,Taste (Coffee),Milk in the cappuccino was over-steamed resulting in a dry foam.,2024-05-16 19:24:00
775,Taste (Coffee),Coffee was overly acidic and sour.,2024-05-16 15:24:00
776,Taste (Coffee),Coffee was brewed at the wrong temperature.,2024-05-16 14:04:00
777,Taste (Coffee),Decaf coffee tasted burnt or had a chemical aftertaste.,2024-05-16 15:15:00
778,Taste (Coffee),Coffee was too sweet.,2024-05-17 07:16:00
779,Taste (Coffee),Coffee was weak and watery lacking flavor.,2024-05-17 01:36:00
780,Taste (Coffee),Milk in the latte was burnt giving it an unpleasant flavor.,2024-05-16 18:28:00
781,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-16 10:47:00
782,Taste (Coffee),Milk in the cappuccino was over-steamed resulting in a dry foam.,2024-05-16 20:24:00
783,Taste (Coffee),Coffee was not properly filtered resulting in a cloudy appearance.,2024-05-17 02:31:00
784,Taste (Coffee),Cold brew coffee was weak and watery.,2024-05-17 09:41:00
785,Taste (Coffee),Coffee had a soapy taste due to residue in the cup.,2024-05-16 19:22:00
786,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-16 15:24:00
787,Taste (Coffee),Alternative milk (almond soy etc.) was curdled in the coffee.,2024-05-16 14:06:00
788,Taste (Coffee),Iced coffee was too sweet or not sweet enough.,2024-05-17 00:21:00
789,Taste (Coffee),Coffee tasted burnt due to a dirty coffee machine.,2024-05-17 08:58:00
790,Taste (Coffee),Coffee was stale and lacked freshness.,2024-05-17 04:05:00
791,Taste (Coffee),Espresso was under-extracted tasting weak and sour.,2024-05-17 05:48:00
792,Taste (Coffee),Iced coffee was watered down and lacked flavor.,2024-05-17 00:35:00
793,Taste (Coffee),Coffee was simply not enjoyable to drink.,2024-05-17 08:24:00
794,Taste (Coffee),Nitro cold brew coffee lacked the creamy texture and cascading effect.,2024-05-17 08:44:00
795,Taste (Coffee),Coffee beans were over-roasted resulting in a burnt flavor.,2024-05-16 23:46:00
796,Taste (Coffee),Coffee was not brewed to the correct strength.,2024-05-17 03:45:00
797,Taste (Coffee),Coffee had an unpleasant chemical or metallic taste.,2024-05-16 22:16:00
798,Taste (Coffee),Decaf coffee tasted burnt or had a chemical aftertaste.,2024-05-17 03:05:00
799,Taste (Coffee),Coffee had a strange off-putting aftertaste.,2024-05-16 11:52:00
800,Taste (Coffee),Coffee lacked the characteristic flavor notes of its origin.,2024-05-17 02:02:00
801,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-16 19:36:00
802,Taste (Coffee),Espresso was under-extracted tasting weak and sour.,2024-05-16 20:16:00
803,Taste (Coffee),Seasonal coffee blend did not live up to expectations.,2024-05-16 21:17:00
804,Taste (Coffee),Coffee was weak and watery lacking flavor.,2024-05-17 03:45:00
805,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-16 10:48:00
806,Taste (Coffee),Coffee was brewed at the wrong temperature.,2024-05-17 01:25:00
807,Taste (Coffee),Coffee was too sweet.,2024-05-17 03:07:00
808,Taste (Coffee),Coffee was gritty or had sediment in it.,2024-05-16 15:15:00
809,Taste (Coffee),Coffee was brewed with old or stale coffee grounds.,2024-05-16 15:14:00
810,Taste (Coffee),Coffee had a soapy taste due to residue in the cup.,2024-05-17 00:36:00
811,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-17 08:39:00
812,Taste (Coffee),Coffee did not meet expectations for the price.,2024-05-16 11:15:00
813,Taste (Coffee),Coffee was simply not enjoyable to drink.,2024-05-17 01:10:00
814,Taste (Coffee),Coffee had an unpleasant oily or greasy mouthfeel.,2024-05-18 08:51:00
815,Taste (Coffee),Coffee had an unpleasant oily or greasy mouthfeel.,2024-05-17 21:17:00
816,Taste (Coffee),Espresso was over-extracted tasting harsh and bitter.,2024-05-18 06:20:00
817,Taste (Coffee),Coffee had a soapy taste due to residue in the cup.,2024-05-17 10:23:00
818,Taste (Coffee),Coffee was too sweet.,2024-05-18 05:05:00
819,Taste (Coffee),Coffee was too sweet.,2024-05-17 11:21:00
820,Taste (Coffee),Coffee was brewed at the wrong temperature.,2024-05-18 01:31:00
821,Taste (Coffee),Coffee had a soapy taste due to residue in the cup.,2024-05-17 15:58:00
822,Taste (Coffee),Coffee was not sweetened enough.,2024-05-17 11:59:00
823,Taste (Coffee),Single origin coffee was not distinct or interesting.,2024-05-18 04:02:00
824,Taste (Coffee),Coffee was not properly filtered resulting in a cloudy appearance.,2024-05-18 09:45:00
825,Taste (Coffee),Coffee was brewed at the wrong temperature.,2024-05-17 21:24:00
826,Taste (Coffee),Coffee was not sweetened enough.,2024-05-17 12:09:00
827,Taste (Coffee),Nitro cold brew coffee lacked the creamy texture and cascading effect.,2024-05-17 17:34:00
828,Taste (Coffee),Coffee was brewed with old or stale coffee grounds.,2024-05-18 00:57:00
829,Taste (Coffee),Coffee was not brewed to the correct strength.,2024-05-18 03:39:00
830,Taste (Coffee),Iced coffee was too sweet or not sweet enough.,2024-05-17 20:47:00
831,Taste (Coffee),Milk in the cappuccino was over-steamed resulting in a dry foam.,2024-05-17 12:57:00
832,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-17 13:24:00
833,Taste (Coffee),Coffee was not brewed to the correct strength.,2024-05-18 09:58:00
834,Taste (Coffee),Coffee was brewed with old or stale coffee grounds.,2024-05-17 12:44:00
835,Taste (Coffee),Coffee was weak and watery lacking flavor.,2024-05-17 20:42:00
836,Taste (Coffee),Coffee lacked the characteristic flavor notes of its origin.,2024-05-17 20:49:00
837,Taste (Coffee),Coffee was simply not enjoyable to drink.,2024-05-17 14:04:00
838,Taste (Coffee),Coffee was overly acidic and sour.,2024-05-17 23:01:00
839,Taste (Coffee),Flavored coffee tasted artificial or did not resemble the intended flavor.,2024-05-18 02:23:00
840,Taste (Coffee),Espresso was under-extracted tasting weak and sour.,2024-05-17 18:00:00
841,Taste (Coffee),Nitro cold brew coffee lacked the creamy texture and cascading effect.,2024-05-17 15:48:00
842,Taste (Coffee),Cold brew coffee was weak and watery.,2024-05-17 14:47:00
843,Taste (Coffee),Coffee lacked the characteristic flavor notes of its origin.,2024-05-18 06:24:00
844,Taste (Coffee),Flavored coffee tasted artificial or did not resemble the intended flavor.,2024-05-18 02:02:00
845,Taste (Coffee),Coffee was not brewed to the correct strength.,2024-05-17 23:01:00
846,Taste (Coffee),Coffee was brewed with old or stale coffee grounds.,2024-05-17 20:45:00
847,Taste (Coffee),Coffee lacked the characteristic flavor notes of its origin.,2024-05-17 15:12:00
848,Taste (Coffee),Coffee was not brewed to the correct strength.,2024-05-18 09:38:00
849,Taste (Coffee),Coffee had a strange off-putting aftertaste.,2024-05-17 22:12:00
850,Taste (Coffee),Espresso was over-extracted tasting harsh and bitter.,2024-05-17 10:47:00
851,Taste (Coffee),Nitro cold brew coffee lacked the creamy texture and cascading effect.,2024-05-17 20:26:00
